propinsi_code,propinsi_name,airport_code,airport_name,year,pesawat_dtg,pesawat_brk,pesawat_total,penumpang_dtg,penumpang_brk,penumpang_total,penumpang_tra,bagasi_dtg,bagasi_brk,bagasi_total,barang_dtg,barang_brk,barang_total,pos_dtg,pos_brk,pos_total,keterangan
22,KALIMANTAN UTARA,A,JUWATA - TARAKAN (INT),2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,B,TANJUNG HARAPAN - TANJUNG SELOR,2020,34,34,68,1.126,993,2.119,34,9.678,7.92,17.598,0,0,0,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,B,TANJUNG HARAPAN - TANJUNG SELOR,2021,574,574,1.148,3.559,3.591,7.15,3,31.212,32.118,63.33,5.255,8.706,13.961,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,B,TANJUNG HARAPAN - TANJUNG SELOR,2022,583,583,1.166,18.095,18.218,36.313,0,120.076,97.849,217.925,4.923,4.302,9.225,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,B,TANJUNG HARAPAN - TANJUNG SELOR,2023,405,453,858,10.285,9.543,19.828,37,66.046,51.184,117.23,6.885,6.185,13.07,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,B,TANJUNG HARAPAN - TANJUNG SELOR,2024,354,362,716,4.376,3.888,8.264,0,28.059,38.459,66.518,8.605,20.889,29.494,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,C,NUNUKAN - NUNUKAN,2020,631,631,1.262,5.92,5.847,11.767,0,39.897,76.809,116.706,16.502,61.641,78.143,223,1,224,Data 12 Bln
22,KALIMANTAN UTARA,C,NUNUKAN - NUNUKAN,2021,814,816,1.63,3.687,3.667,7.354,0,41.649,89.931,131.58,16.584,20.382,36.966,112,0,112,Data 12 Bln
22,KALIMANTAN UTARA,C,NUNUKAN - NUNUKAN,2022,513,513,1.026,2.729,3.41,6.139,0,31.589,57.56,89.149,10.512,33.575,44.087,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,C,NUNUKAN - NUNUKAN,2023,715,712,1.427,4.473,4.697,9.17,13,39.847,46.136,85.983,4.618,12.92,17.538,1,1,2,Data 12 Bln
22,KALIMANTAN UTARA,C,NUNUKAN - NUNUKAN,2024,614,611,1.225,3.778,4.754,8.532,0,30.611,53.438,84.049,5.281,26.745,32.026,9,3,12,Data 12 Bln
22,KALIMANTAN UTARA,D,LONG APUNG - LONG APUNG,2020,523,523,1.046,4.037,4.253,8.29,0,60.67,41.275,101.945,42.143,2.506,44.649,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,D,LONG APUNG - LONG APUNG,2021,571,571,1.142,4.129,4.327,8.456,0,76.843,41.666,118.509,66.394,5.475,71.869,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,D,LONG APUNG - LONG APUNG,2022,541,541,1.082,4.452,4.59,9.042,0,75.458,41.361,116.819,58.204,8.306,66.51,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,D,LONG APUNG - LONG APUNG,2023,850,850,1.7,5.408,5.48,10.888,10,58.529,42.264,100.793,124.791,50.488,175.279,104.203,5.63,109.833,Data 12 Bln
22,KALIMANTAN UTARA,D,LONG APUNG - LONG APUNG,2024,1.182,1.179,2.361,6.595,6.788,13.383,2,105.688,46.621,152.309,455.797,20.815,476.612,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,E,YUVAI SEMARING - LONGBAWAN,2020,2.04,2.04,4.08,5.631,6.019,11.65,0,117.791,136.507,254.298,2.765.567,98.153,2.863.720,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,E,YUVAI SEMARING - LONGBAWAN,2021,3.408,3.408,6.816,5.669,6.52,12.189,0,98.058,74.49,172.548,3.989.056,178.71,4.167.766,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,E,YUVAI SEMARING - LONGBAWAN,2022,2.696,2.696,5.392,7.096,8.114,15.21,0,87.338,91.342,178.68,3.174.561,185.481,3.360.042,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,E,YUVAI SEMARING - LONGBAWAN,2023,1.066,1.494,2.56,2.717,8.211,10.928,0,31.596,90.393,121.989,1.428.696,118.212,1.546.908,0,4.35,4.35,Data 12 Bln
22,KALIMANTAN UTARA,E,YUVAI SEMARING - LONGBAWAN,2024,3.946,3.948,7.894,17.171,16.412,33.583,0,241.598,161.659,403.257,1.337.138,302.321,1.639.459,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,F,SELUWING - MALINAU,2020,1.132,1.349,2.481,11.016,17.131,28.147,0,59.981,101.924,161.905,5.388,56.647,62.035,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,F,SELUWING - MALINAU,2021,990,1.941,2.931,6.325,8.634,14.959,0,67.062,134.882,201.944,6.412,610.04,616.452,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,F,SELUWING - MALINAU,2022,1.384,1.818,3.202,15.109,18.659,33.768,0,81.429,134.728,216.157,16.947,112.846,129.793,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,F,SELUWING - MALINAU,2023,2.068,2.331,4.399,19.137,20.851,39.988,4,109.901,150.659,260.56,12.026,80.995,93.021,45,3.483,3.528,Data 12 Bln
22,KALIMANTAN UTARA,F,SELUWING - MALINAU,2024,2.068,2.331,4.399,19.137,20.851,39.988,4,109.901,150.659,260.56,12.026,80.995,93.021,45,3.483,3.528,Data 12 Bln
22,KALIMANTAN UTARA,G,BINUANG,2024,270,257,527,1.112,1.057,2.169,0,21.461,10.62,32.081,29.889,2.081,31.97,0,1,1,Data 12 Bln
22,KALIMANTAN UTARA,H,DATA DIAN,2024,178,176,354,818,854,1.672,0,13.184,8.283,21.467,10.335,312,10.647,0,0,0,Data 12 Bln
22,KALIMANTAN UTARA,I,ROBERT ATTY BESSING,2024,2.553,2.589,5.142,20.864,21.072,41.936,0,172.949,226.56,399.509,5.675,239.951,245.626,0,1,1,Data 12 Bln
23,NUSA TENGGARA BARAT,A,BIL - PRAYA (DOM),2020,7.563,7.61,15.173,621.098,570.131,1.191.229,42.947,3.987.059,1.854.056,5.841.115,3.240.563,688.514,3.929.077,0,0,0,Data 12 Bln
23,NUSA TENGGARA BARAT,A,BIL - PRAYA (DOM),2021,6.278,6.32,12.598,537.308,480.669,1.017.977,52.209,2.713.904,2.230.761,4.944.665,6.763.621,1.263.193,8.026.814,1,0,1,Data 12 Bln
23,NUSA TENGGARA BARAT,A,BIL - PRAYA (DOM),2022,10.065,10.006,20.071,931.773,870.754,1.802.527,105.903,6.463.297,6.220.612,12.683.909,8.097.103,1.201.976,9.299.079,0,0,0,Data 12 Bln
23,NUSA TENGGARA BARAT,A,BIL - PRAYA (DOM),2023,10.851,10.864,21.715,1.051.677,982.021,2.033.698,100.17,7.418.763,7.251.958,14.670.721,9.232.432,3.522.478,12.754.910,1.131,-,1.131,Data 12 Bln
23,NUSA TENGGARA BARAT,A,BIL - PRAYA (DOM),2024,11.42,11.466,22.886,1.010.295,1.047.279,2.057.574,43.022,7.509.401,7.498.762,15.008.163,7.338.184,4.665.259,12.003.443,1.646,2,1.648,Data 12 Bln
23,NUSA TENGGARA BARAT,B,BIL - PRAYA (INT),2020,226,227,453,28.526,23.906,52.432,0,328.396,156.937,485.333,1,3.885,3.886,0,0,0,Data 12 Bln
23,NUSA TENGGARA BARAT,B,BIL - PRAYA (INT),2021,43,45,88,6.458,360,6.818,0,93.969,5.346,99.315,138.08,59.361,197.441,0,0,0,Data 12 Bln
23,NUSA TENGGARA BARAT,B,BIL - PRAYA (INT),2022,274,309,583,32.493,38.846,71.339,0,519.375,262.672,782.047,741.856,713.405,1.455.261,0,0,0,Data 12 Bln
23,NUSA TENGGARA BARAT,B,BIL - PRAYA (INT),2023,739,764,1.503,93.55,106.946,200.496,-,1.200.319,867.751,2.068.070,497.68,553.522,1.051.202,-,-,-,Data 12 Bln
23,NUSA TENGGARA BARAT,B,BIL - PRAYA (INT),2024,1.017,1.035,2.052,142.192,136.983,279.175,0,1.835.404,1.197.888,3.033.292,405.641,414.472,820.113,0,0,0,Data 12 Bln
23,NUSA TENGGARA BARAT,B,SULTAN MUH. KAHARUDDIN - SUMBAWA BESAR,2020,475,475,950,24.694,26.469,51.163,0,56.295,45.756,102.051,34.605,2.427,37.032,0,0,0,Data 12 Bln
23,NUSA TENGGARA BARAT,B,SULTAN MUH. KAHARUDDIN - SUMBAWA BESAR,2021,336,336,672,15.206,18.962,34.168,0,48.655,60.903,109.558,25.154,2.096,27.25,0,0,0,Data 12 Bln
23,NUSA TENGGARA BARAT,B,SULTAN MUH. KAHARUDDIN - SUMBAWA BESAR,2022,1.168,1.167,2.335,28.823,31.666,60.489,0,149.255,156.347,305.602,39.313,2.829,42.142,0,0,0,Data 12 Bln
23,NUSA TENGGARA BARAT,B,SULTAN MUH. KAHARUDDIN - SUMBAWA BESAR,2023,578,573,1.151,29.359,30.32,59.679,2,166.174,193.171,359.345,41.036,7.556,48.592,0,0,0,Data 12 Bln
23,NUSA TENGGARA BARAT,B,SULTAN MUH. KAHARUDDIN - SUMBAWA BESAR,2024,619,617,1.236,30.276,31.71,61.986,0,161.686,192.5,354.186,48.325,11.272,59.597,0,30,30,Data 12 Bln
23,NUSA TENGGARA BARAT,C,SULTAN M. SALAHUDDIN - BIMA,2020,1.607,1.607,3.214,88.21,83.698,171.908,0,237.68,165.884,403.564,39.937,35.492,75.429,0,0,0,Data 12 Bln
23,NUSA TENGGARA BARAT,C,SULTAN M. SALAHUDDIN - BIMA,2021,1.228,1.228,2.456,63.451,65.938,129.389,0,241.041,202.208,443.249,39.369,34.589,73.958,0,0,0,Data 12 Bln
23,NUSA TENGGARA BARAT,C,SULTAN M. SALAHUDDIN - BIMA,2022,1.22,1.222,2.442,69.182,74.797,143.979,0,319.698,334.46,654.158,45.421,33.951,79.372,0,0,0,Data 12 Bln
23,NUSA TENGGARA BARAT,C,SULTAN M. SALAHUDDIN - BIMA,2023,1.288,1.291,2.579,70.283,71.765,142.048,0,454.314,419.393,873.707,55.977,40.259,96.236,0,1,1,Data 12 Bln
23,NUSA TENGGARA BARAT,C,SULTAN M. SALAHUDDIN - BIMA,2024,1.214,1.212,2.426,61.258,61.768,123.026,2,374.412,357.466,731.878,46.894,44.727,91.621,0,2,2,Data 12 Bln
24,NUSA TENGGARA TIMUR,A,ELTARI - KUPANG (DOM),2020,8.266,8.257,16.523,521.984,450.529,972.513,56.015,2.342.731,1.843.708,4.186.439,6.229.847,3.089.169,9.319.016,159,45,204,Data 12 Bln
24,NUSA TENGGARA TIMUR,A,ELTARI - KUPANG (DOM),2021,7.753,7.768,15.521,512.592,447.888,960.48,59.527,2.737.208,2.208.287,4.945.495,8.106.555,3.965.012,12.071.567,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,A,ELTARI - KUPANG (DOM),2022,7.808,7.807,15.615,623.769,553.405,1.177.174,70.797,4.550.005,4.004.519,8.554.524,8.209.311,4.820.545,13.029.856,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,A,ELTARI - KUPANG (DOM),2023,8.001,7.999,16,645.987,636.475,1.282.462,15.259,4.925.213,4.147.832,9.073.045,7.487.302,3.867.791,11.355.093,91,13,104,Data 12 Bln
24,NUSA TENGGARA TIMUR,A,ELTARI - KUPANG (DOM),2024,6.837,6.833,13.67,590.444,594.71,1.185.154,38.622,4.659.814,3.887.275,8.547.089,9.123.644,2.975.411,12.099.055,0,905,905,Data 12 Bln
24,NUSA TENGGARA TIMUR,A,ELTARI - KUPANG (INT),2020,52,55,107,1.858,1.899,3.757,1,10.868,13.699,24.567,0,1,1,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,A,ELTARI - KUPANG (INT),2021,13,12,25,231,47,278,0,2.102,750,2.852,90,190,280,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,A,ELTARI - KUPANG (INT),2022,11,16,27,8,48,56,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,A,ELTARI - KUPANG (INT),2023,21,24,45,103,26,129,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,A,ELTARI - KUPANG (INT),2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,B,UMBU MEHANG KUNDA - WAINGAPU,2020,1.191,1.19,2.381,48.06,47.513,95.573,650,243.597,183.415,427.012,287.732,52.247,339.979,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,B,UMBU MEHANG KUNDA - WAINGAPU,2021,1.369,1.371,2.74,52.634,55.174,107.808,59,232.787,188.271,421.058,312.566,61.631,374.197,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,B,UMBU MEHANG KUNDA - WAINGAPU,2022,1.088,1.087,2.175,45.991,50.796,96.787,0,262.108,260.625,522.733,311.065,64.656,375.721,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,B,UMBU MEHANG KUNDA - WAINGAPU,2023,945,944,1.889,40.321,42.836,83.157,0,250.155,219.766,469.921,345.563,79.509,425.072,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,B,UMBU MEHANG KUNDA - WAINGAPU,2024,635,636,1.271,28.566,30.253,58.819,0,179.231,156.608,335.839,279.688,71.712,351.4,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,C,FRANS SEDA - MAUMERE,2020,1.259,1.259,2.518,59.208,54.687,113.895,6.351,257.459,222.313,479.772,226.858,89.352,316.21,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,C,FRANS SEDA - MAUMERE,2021,1.207,1.207,2.414,48.943,49.907,98.85,4.781,198.838,179.423,378.261,467.132,214.338,681.47,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,C,FRANS SEDA - MAUMERE,2022,1.066,1.068,2.134,57.798,60.096,117.894,641,348.587,337.101,685.688,404.213,191.186,595.399,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,C,FRANS SEDA - MAUMERE,2023,1.074,1.074,2.148,58.946,58.886,117.832,121,402.319,370.104,772.423,296.544,123.403,419.947,0,9,9,Data 12 Bln
24,NUSA TENGGARA TIMUR,C,FRANS SEDA - MAUMERE,2024,371,371,742,23.284,23.325,46.609,47,160.813,150.259,311.072,216.14,52.944,269.084,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,D,KOMODO - LABUAN BAJO (DOM),2020,2.888,2.887,5.775,167.745,163.422,331.167,108,1.061.079,739.072,1.800.151,201.87,57.035,258.905,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,D,KOMODO - LABUAN BAJO (DOM),2021,2.845,2.847,5.692,178.891,184.974,363.865,0,0,0,0,1.530.066,451.542,1.981.608,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,D,KOMODO - LABUAN BAJO (DOM),2022,3.607,3.606,7.213,302.879,294.024,596.903,0,1.630.772,585,2.215.772,276.253,83.556,359.809,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,D,KOMODO - LABUAN BAJO (DOM),2023,4.521,4.541,9.062,444.733,465.941,910.674,31.52,3.897.222,4.076.667,7.973.889,1.351.503,392.594,1.744.097,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,D,KOMODO - LABUAN BAJO (DOM),2024,4.161,4.163,8.324,474.928,495.544,970.472,34.231,4.304.596,4.426.788,8.731.384,1.610.208,526.419,2.136.627,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,D,KOMODO - LABUAN BAJO (INT),2024,77,76,153,6.948,6.316,13.264,0,50.906,46.574,97.48,15,0,15,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,E,MALI - ALOR,2020,546,546,1.092,25.62,28.368,53.988,0,88.853,56.176,145.029,120.504,16.651,137.155,4.979,1.497,6.476,Data 12 Bln
24,NUSA TENGGARA TIMUR,E,MALI - ALOR,2021,421,421,842,22.074,22.098,44.172,0,55.31,35.536,90.846,169.515,35.429,204.944,3.457,0,3.457,Data 12 Bln
24,NUSA TENGGARA TIMUR,E,MALI - ALOR,2022,391,391,782,22.202,22.195,44.397,0,80.669,82.076,162.745,229.542,20.322,249.864,268,0,268,Data 12 Bln
24,NUSA TENGGARA TIMUR,E,MALI - ALOR,2023,361,361,722,19.322,19.44,38.762,0,87.776,90.13,177.906,157.64,15.707,173.347,601,220,821,Data 12 Bln
24,NUSA TENGGARA TIMUR,E,MALI - ALOR,2024,354,354,708,20.404,20.603,41.007,0,99.857,99.368,199.225,153.803,22.779,176.582,2.559,707,3.266,Data 12 Bln
24,NUSA TENGGARA TIMUR,F,TARDAMU - SABU,2020,690,690,1.38,3.953,4.398,8.351,0,12.124,10.346,22.47,1.346,2.248,3.594,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,F,TARDAMU - SABU,2021,602,602,1.204,2.988,3.584,6.572,0,12.473,15.549,28.022,14.603,1.063,15.666,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,F,TARDAMU - SABU,2022,390,390,780,2.76,3.074,5.834,0,17.188,16.37,33.558,3.954,1.058,5.012,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,F,TARDAMU - SABU,2023,513,514,1.027,3.972,4.153,8.125,0,24.028,24.005,48.033,255,73,328,0,10,10,Data 12 Bln
24,NUSA TENGGARA TIMUR,F,TARDAMU - SABU,2024,708,716,1.424,5.371,5.516,10.887,3,24.524,22.064,46.588,200,0,200,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,G,FRANS SALES LEGA - RUTENG,2020,213,213,426,5.641,5.082,10.723,0,25.759,31.346,57.105,57.494,5.113,62.607,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,G,FRANS SALES LEGA - RUTENG,2021,308,308,616,10.49,11.646,22.136,0,19.559,30.501,50.06,45.842,6.666,52.508,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,G,FRANS SALES LEGA - RUTENG,2022,175,175,350,6.597,6.913,13.51,0,15.083,18.232,33.315,12.792,2.642,15.434,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,G,FRANS SALES LEGA - RUTENG,2023,149,149,298,5.216,5.029,10.245,0,14.076,11.164,25.24,1.586,0,1.586,1.319,250,1.569,Data 12 Bln
24,NUSA TENGGARA TIMUR,G,FRANS SALES LEGA - RUTENG,2024,223,225,448,7.302,6.583,13.885,8,19.036,12.319,31.355,4.601,0,4.601,0,1,1,Data 12 Bln
24,NUSA TENGGARA TIMUR,H,DAVID CONSTANTIJN SAUDALE - ROTE,2020,298,300,598,13.552,14.87,28.422,0,20.071,17.629,37.7,11.956,3.865,15.821,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,H,DAVID CONSTANTIJN SAUDALE - ROTE,2021,465,463,928,12.218,12.357,24.575,491,26.49,22.777,49.267,20.544,5.87,26.414,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,H,DAVID CONSTANTIJN SAUDALE - ROTE,2022,294,295,589,9.504,10.139,19.643,157,37.723,34.118,71.841,23.057,3.882,26.939,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,H,DAVID CONSTANTIJN SAUDALE - ROTE,2023,247,248,495,1.498,1.851,3.349,0,12.546,13.527,26.073,1.368,230,1.598,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,H,DAVID CONSTANTIJN SAUDALE - ROTE,2024,308,308,616,1.958,2.287,4.245,0,12.192,14.566,26.758,10,8,18,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,I,A.A BERE TALLO - ATAMBUA,2020,449,449,898,19.634,19.396,39.03,0,40.592,34.81,75.402,18.197,5.415,23.612,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,I,A.A BERE TALLO - ATAMBUA,2021,198,203,401,7.993,7.732,15.725,0,41.503,31.22,72.723,18.253,5.284,23.537,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,I,A.A BERE TALLO - ATAMBUA,2022,344,344,688,15.894,14.894,30.788,0,118.713,100.373,219.086,7.942,3.488,11.43,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,I,A.A BERE TALLO - ATAMBUA,2023,345,341,686,16.868,15.578,32.446,0,138.655,109.849,248.504,12.671,469,13.14,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,I,A.A BERE TALLO - ATAMBUA,2024,263,262,525,11.822,10.741,22.563,0,90.312,72.696,163.008,1.53,0,1.53,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,J,SOA - BAJAWA,2020,884,884,1.768,28.105,28.585,56.69,12.96,85.313,87.253,172.566,37.948,341,38.289,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,J,SOA - BAJAWA,2021,842,842,1.684,21.472,23.224,44.696,13.836,64.71,66.026,130.736,29.883,6.109,35.992,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,J,SOA - BAJAWA,2022,468,480,948,17.296,17.448,34.744,4.101,53.254,61.855,115.109,67.654,9.258,76.912,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,J,SOA - BAJAWA,2023,730,725,1.455,18.851,20.086,38.937,17.058,86.599,110.543,197.142,45.608,5.957,51.565,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,J,SOA - BAJAWA,2024,480,675,1.155,13.699,18.267,31.966,13.145,57.062,105.508,162.57,28.94,7.462,36.402,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,K,H. HASAN AROEBOESMAN - ENDE,2020,1.53,1.531,3.061,55.743,54.973,110.716,17.96,177.486,156.453,333.939,150.589,40.206,190.795,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,K,H. HASAN AROEBOESMAN - ENDE,2021,1.525,1.523,3.048,117.454,56.027,173.481,13.53,176.867,151.403,328.27,140.953,22.463,163.416,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,K,H. HASAN AROEBOESMAN - ENDE,2022,1.277,1.278,2.555,54.52,56.021,110.541,7.699,233.889,187.43,421.319,228.754,61.868,290.622,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,K,H. HASAN AROEBOESMAN - ENDE,2023,1.314,1.314,2.628,53.623,53.925,107.548,14.476,276.256,235.277,511.533,210.746,44.949,255.695,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,K,H. HASAN AROEBOESMAN - ENDE,2024,1.104,1.104,2.208,43.328,43.246,86.574,14.23,232.09,208.633,440.723,206.322,40.927,247.249,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,L,GEWAYANTANA - LARANTUKA,2020,466,466,932,25.404,25.584,50.988,0,66.365,57.976,124.341,125.027,17.062,142.089,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,L,GEWAYANTANA - LARANTUKA,2021,316,316,632,17.753,15.65,33.403,0,58.449,35.032,93.481,143.077,13.855,156.932,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,L,GEWAYANTANA - LARANTUKA,2022,309,309,618,16.544,14.018,30.562,0,75.969,31.304,107.273,117.825,16.885,134.71,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,L,GEWAYANTANA - LARANTUKA,2023,328,328,656,17.229,15.872,33.101,0,76.078,48.886,124.964,122.86,18.631,141.491,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,L,GEWAYANTANA - LARANTUKA,2024,475,476,951,28.873,27.759,56.632,0,131.865,101.082,232.947,117.647,26.779,144.426,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,M,WONOPITO - LEWOLEBA,2020,116,116,232,3.858,3.903,7.761,0,23.642,18.568,42.21,25.45,3.209,28.659,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,M,WONOPITO - LEWOLEBA,2021,107,107,214,4.897,4.521,9.418,0,16.589,8.765,25.354,6.758,189,6.947,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,M,WONOPITO - LEWOLEBA,2022,232,233,465,10.41,10.362,20.772,0,35.333,30.78,66.113,19.921,0,19.921,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,M,WONOPITO - LEWOLEBA,2023,183,179,362,8.751,8.58,17.331,0,34.364,31.996,66.36,24.151,266,24.417,0,2,2,Data 12 Bln
24,NUSA TENGGARA TIMUR,M,WONOPITO - LEWOLEBA,2024,142,140,282,6.569,6.396,12.965,0,28.294,25.727,54.021,14.557,0,14.557,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,N,LEDE KALUMBANG - WAIKABUBAK,2020,1.358,1.321,2.679,70.617,60.503,131.12,18.944,372.177,343.643,715.82,300.396,75.223,375.619,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,N,LEDE KALUMBANG - WAIKABUBAK,2021,1.194,1.198,2.392,48.313,50.417,98.73,6.792,242.107,169.845,411.952,423.604,66.876,490.48,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,N,LEDE KALUMBANG - WAIKABUBAK,2022,1.532,1.531,3.063,84.437,85.205,169.642,15.95,684.143,516.303,1.200.446,585.688,130.977,716.665,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,N,LEDE KALUMBANG - WAIKABUBAK,2023,1.622,1.622,3.244,87.287,87.357,174.644,0,834.911,642.841,1.477.752,468.275,36.11,504.385,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,N,LEDE KALUMBANG - WAIKABUBAK,2024,1.223,1.222,2.445,82.775,81.628,164.403,1.013,833.103,624.276,1.457.379,399.314,31.534,430.848,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,O,KABIR,2023,53,50,103,338,423,761,0,888,1.272,2.16,0,0,0,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,O,KABIR,2024,105,105,210,725,787,1.512,0,3.649,4.253,7.902,0,0,0,0,0,0,Data 12 Bln
24,NUSA TENGGARA TIMUR,P,BENETE,2023,0,2.789,2.789,0,18.273,18.273,44,0,146.269,146.269,0,7.209,7.209,0,32,32,Data 12 Bln
24,NUSA TENGGARA TIMUR,P,BENETE,2024,1.477,2.36,3.837,8.715,14.01,22.725,164,83.092,100.876,183.968,7.461,6.951,14.412,6,0,6,Data 12 Bln
25,SULAWESI UTARA,A,SAM RATULANGI - MANADO (DOM),2020,5.853,5.846,11.699,447.016,441.939,888.955,763,2.935.902,2.657.839,5.593.741,11.331.571,3.610.574,14.942.145,1.163,15.521,16.684,Data 12 Bln
25,SULAWESI UTARA,A,SAM RATULANGI - MANADO (DOM),2021,5.772,5.753,11.525,442.587,446.824,889.411,17.505,3.553.121,3.618.049,7.171.170,12.748.446,3.319.880,16.068.326,140,8.642,8.782,Data 12 Bln
25,SULAWESI UTARA,A,SAM RATULANGI - MANADO (DOM),2022,6.577,6.517,13.094,603.37,607.863,1.211.233,27.643,5.606.672,5.632.704,11.239.376,12.568.529,3.222.723,15.791.252,41,1.896,1.937,Data 12 Bln
25,SULAWESI UTARA,A,SAM RATULANGI - MANADO (DOM),2023,7.607,7.623,15.23,744.827,724.399,1.469.226,30.64,7.184.157,6.801.586,13.985.743,10.399.446,3.426.320,13.825.766,1.812,44,1.856,Data 12 Bln
25,SULAWESI UTARA,A,SAM RATULANGI - MANADO (DOM),2024,7.777,7.762,15.539,756.765,767.133,1.523.898,17.689,7.404.216,7.079.710,14.483.926,11.926.402,4.192.542,16.118.944,0,0,0,Data 12 Bln
